  173    0.51159E+04    0.84563E+00   -0.39061E+02    0.98071E+02    0.15357E+01    0.38095E+00
  174    0.51416E+04    0.83508E+00   -0.38473E+02    0.98215E+02    0.15206E+01    0.37583E+00
  175    0.51669E+04    0.82450E+00   -0.37858E+02    0.98354E+02    0.15057E+01    0.37081E+00
  176    0.51917E+04    0.81391E+00   -0.37215E+02    0.98490E+02    0.14910E+01    0.36590E+00
  177    0.52162E+04    0.80334E+00   -0.36545E+02    0.98621E+02    0.14765E+01    0.36109E+00
  178    0.52402E+04    0.79283E+00   -0.35847E+02    0.98749E+02    0.14622E+01    0.35637E+00
  179    0.52638E+04    0.78242E+00   -0.35122E+02    0.98872E+02    0.14480E+01    0.35175E+00
  180    0.52869E+04    0.77214E+00   -0.34371E+02    0.98991E+02    0.14341E+01    0.34722E+00
  181    0.53096E+04    0.76201E+00   -0.33592E+02    0.99106E+02    0.14203E+01    0.34278E+00
  182    0.53319E+04    0.75209E+00   -0.32787E+02    0.99217E+02    0.14067E+01    0.33843E+00
  183    0.53536E+04    0.74240E+00   -0.31955E+02    0.99324E+02    0.13933E+01    0.33416E+00
  184    0.53749E+04    0.73298E+00   -0.31097E+02    0.99426E+02    0.13800E+01    0.32997E+00
  185    0.53957E+04    0.72386E+00   -0.30212E+02    0.99525E+02    0.13669E+01    0.32585E+00
  186    0.54161E+04    0.71508E+00   -0.29302E+02    0.99619E+02    0.13540E+01    0.32182E+00
  187    0.54359E+04    0.70667E+00   -0.28366E+02    0.99709E+02    0.13412E+01    0.31785E+00
  188    0.54552E+04    0.69867E+00   -0.27404E+02    0.99795E+02    0.13286E+01    0.31395E+00
  189    0.54740E+04    0.69111E+00   -0.26416E+02    0.99877E+02    0.13161E+01    0.31012E+00
  190    0.54923E+04    0.68402E+00   -0.25403E+02    0.99955E+02    0.13038E+01    0.30635E+00
  191    0.55101E+04    0.67745E+00   -0.24365E+02    0.10003E+03    0.12917E+01    0.30264E+00
